_eval_key,rating,title,text,actual,predicted,confidence,reason,emotion_llm,emotion_nrc,nrc_scores,error
45527,1,Terrible,"As a long time Amazon.com customer, a gift card seemed like a good purchase. I am just trying to purchase a card to have e-mailed. I basically wanted to convert a Visa debit gift card into an Amazon.com gift card. I put the amount of the card in, the number and expiration date. Amazon accepted it as payment, but after hours of not receiving a confirmation e-mail I checked the site to see what was going on. The site claimed they could not confirm the payment, yet they had already taken money off the Visa gift card. I contacted customer service who told me a Visa gift card is not the best way to purchase an Amazon gift card and they would refund the money to the Visa gift card. I then put in another order using my Amazon.com credit card. A card I have used thousands of times before and never had a problem. This time, I received the same message I got when using the Visa gift card. I contacted Customer Service again. The first person I spoke to told me I had a ""Block"" on the account. She could not tell me why that was there, and she informed me she could remove it immediately. This claim brought me some concern so I asked to speak with her manager to find out the reason  a ""Block"" had been placed. The manager claimed there was no ""Block"" on the card and the sale should have gone through fine. So, I again went back and checked on the sale. Again there was a message that it could not be paid using the payment option I had selected. I called back again and told them to cancel the sale. This is extremely disappointing to me, as I have felt for quite some time that Amazon was one of the last customer service oriented sellers around. I guess they too have been pushed to the ""Make money, screw the customer"" attitude this country has been forced into with our economic situation. A trusted company has gone down the drains. I hope to see you come back to your original ideals some day Amazon.",NEGATIVE,NEGATIVE,high,"The reviewer expresses strong frustration and outrage over repeated payment failures, unhelpful customer service, and feeling betrayed by a once-trusted company.",anger,anticipation,"{'anger': 5, 'anticipation': 20, 'disgust': 1, 'fear': 4, 'joy': 14, 'sadness': 5, 'surprise': 15, 'trust': 8}",
86304,5,The way it looks!!,"I wanted a gift card for my cousins daughter for graduating High School, and becoming a EMT, and getting a job at same time! This gift card was in a smart looking black box with a bow on it instead of looking like every gift card you can buy. It looked special to receive instead of the usual ones you find. Highly recommended!!!",POSITIVE,POSITIVE,high,"The reviewer is delighted with the gift card's special, attractive packaging and enthusiastically recommends it.",joy,joy,"{'anger': 0, 'anticipation': 4, 'disgust': 0, 'fear': 0, 'joy': 5, 'sadness': 0, 'surprise': 3, 'trust': 2}",
105305,3,Not happy,Not of much use,NEUTRAL,NEGATIVE,high,"The title and body both express clear dissatisfaction with the product's usefulness, indicating frustration.",anger,anticipation,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 0, 'trust': 1}",
100907,3,Love convenice hate that I have to enter my credit ...,Love convenice hate that I have to enter my credit card number every time even if it's already on file!,NEUTRAL,NEGATIVE,medium,"The reviewer appreciates convenience but is clearly frustrated and annoyed by the repeated need to enter credit card info, making the complaint the dominant tone.",anger,anger,"{'anger': 2, 'anticipation': 1, 'disgust': 2, 'fear': 2, 'joy': 2, 'sadness': 2, 'surprise': 0, 'trust': 2}",
48743,5,"Charged my credit card, went onto the gift card, got my $10 bonus","Took a few minutes online. It's a card, so easy to gift. Reloading doesn't come in a package, so . . .",POSITIVE,POSITIVE,high,"The reviewer successfully got the bonus and found the card easy to gift, expressing clear satisfaction.",joy,anticipation,"{'anger': 0, 'anticipation': 3, 'disgust': 0, 'fear': 0, 'joy': 3, 'sadness': 0, 'surprise': 3, 'trust': 1}",
73247,5,Clever presentation,I was so surprised to see the clever way the gift card was packaged!  So was the recipient!,POSITIVE,POSITIVE,high,"The reviewer expresses delighted surprise at the clever packaging, clearly favorable.",surprise,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 2, 'trust': 0}",
80014,2,Hard to use,Hard to use,NEGATIVE,NEGATIVE,high,"The review explicitly states the product is hard to use, clearly expressing dissatisfaction and frustration.",anger,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
73103,5,Who doesn't like gift cards,It is what it says it is and it works like it says it will.,POSITIVE,POSITIVE,medium,"The review confirms the product works as described, expressing satisfaction in a matter-of-fact way, with trust as the dominant feeling.",trust,anticipation,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 0}",
133028,5,Five Stars,muy bueno,POSITIVE,POSITIVE,high,The title 'Five Stars' and body 'muy bueno' ('very good') clearly express satisfaction and approval.,joy,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
126133,1,beware of use for gift card,Bought it for magazines on kindle and found out can not use it for that you should be told it has limited uses,NEGATIVE,NEGATIVE,high,The reviewer is frustrated and annoyed that the gift card cannot be used for Kindle magazines and feels the limitation should have been disclosed.,anger,anticipation,"{'anger': 1, 'anticipation': 2, 'disgust': 0, 'fear': 1, 'joy': 2, 'sadness': 1, 'surprise': 1, 'trust': 1}",
144554,1,Not activated scam!!,Horrible card not activated. Had to sit on hold still not resolved. Amazon acted as if they didn’t know what I was talking about. Smh,NEGATIVE,NEGATIVE,high,The reviewer expresses frustration and outrage over an inactive card and unhelpful customer service.,anger,anger,"{'anger': 1, 'anticipation': 0, 'disgust': 1, 'fear': 1, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
33494,3,dont uderstand,why would i reload if i get no perks for doing so,NEUTRAL,NEGATIVE,medium,"The reviewer questions the point of reloading because there are no perks, expressing frustration and dissatisfaction.",anger,neutral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",
119312,5,As advertised,Was a gift but it came quickly and as advertised.,POSITIVE,POSITIVE,high,"The reviewer is satisfied that the item arrived quickly and matched its description, indicating a positive and trusting assessment.",trust,anticipation,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 0}",
59339,5,"Nice packaging, easy to use","The box that this card comes in is pretty cool. Also, Amazon gift cards never expire and are super easy to use!",POSITIVE,POSITIVE,high,"The reviewer expresses clear satisfaction with the packaging and ease of use, with an enthusiastic tone.",joy,anticipation,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 1, 'surprise': 1, 'trust': 1}",
